Target  ▾	RA	DEC	Sp. Type	T_eff [K]	B [mag]	V [mag]	G [mag]	Dist [pc]	Explore data	Data products (ascii)	Data products (csv)
HD17793	02:50:14.7822	-35:50:36.967	K0III	5059.0	6.840	5.920	5.686	123.31	GLS Plot	HD17793_harps_all-data_v1.dat	HD17793_harps_all-data_v1.csv
HD17824	02:51:02.3218	-21:00:14.465	K0III	5018.0	5.670	4.770	4.453	59.22	GLS Plot	HD17824_harps_all-data_v1.dat	HD17824_harps_all-data_v1.csv
HD178340	19:08:56.9185	-17:32:08.910	G8V	5545.0	8.940	8.150	7.978	48.93	GLS Plot	HD178340_harps_all-data_v1.dat	HD178340_harps_all-data_v1.csv
HD17848	02:49:01.4872	-62:48:23.486	A2V	8380.3	5.352	5.253	5.198	51.71	GLS Plot	HD17848_harps_all-data_v1.dat	HD17848_harps_all-data_v1.csv
HD178484	19:08:52.2468	-02:17:13.883	K2III	4445.0	7.874	6.587	6.141	205.55	GLS Plot	HD178484_harps_all-data_v1.dat	HD178484_harps_all-data_v1.csv
HD178787	19:11:01.9676	-25:48:50.153	K0	5185.0	10.030	9.160	8.934	49.65	GLS Plot	HD178787_harps_all-data_v1.dat	HD178787_harps_all-data_v1.csv
HD178904	19:13:00.9012	-49:54:10.192	G3/5IV	5736.2	9.030	8.350	8.201	54.11	GLS Plot	HD178904_harps_all-data_v1.dat	HD178904_harps_all-data_v1.csv
HD179079	19:11:09.8286	-02:38:18.187	G5IV	5674.5	8.660	7.960	7.774	69.85	GLS Plot	HD179079_harps_all-data_v1.dat	HD179079_harps_all-data_v1.csv
HD179346	19:12:27.4179	-05:24:52.322	G0V	6121.8	8.590	8.050	7.912	53.90	GLS Plot	HD179346_harps_all-data_v1.dat	HD179346_harps_all-data_v1.csv
HD179433	19:14:39.5605	-45:11:36.698	G8III	5110.0	6.812	5.909	5.657	100.64	GLS Plot	HD179433_harps_all-data_v1.dat	HD179433_harps_all-data_v1.csv
HD179949	19:15:33.2300	-24:10:45.673	F8V	6153.0	6.772	6.237	6.104	27.48	GLS Plot	HD179949_harps_all-data_v1.dat	HD179949_harps_all-data_v1.csv
HD18001	02:52:41.2093	-31:33:43.893	G3V	5809.5	9.130	8.540	8.348	54.17	GLS Plot	HD18001_harps_all-data_v1.dat	HD18001_harps_all-data_v1.csv
HD180134	19:18:09.7809	-53:23:13.516	F7V	6223.8	6.844	6.362	6.224	45.66	GLS Plot	HD180134_harps_all-data_v1.dat	HD180134_harps_all-data_v1.csv
HD180263	19:15:35.0532	+11:33:16.980	K2IV-V	5091.2	nan	nan	7.794	26.35	GLS Plot	HD180263_harps_all-data_v1.dat	HD180263_harps_all-data_v1.csv
HD180409	19:16:52.2134	-10:58:18.398	F9V	6031.0	7.500	6.920	6.773	30.75	GLS Plot	HD180409_harps_all-data_v1.dat	HD180409_harps_all-data_v1.csv
HD18083	02:53:16.6425	-34:29:18.959	G0/1V	5988.3	8.690	8.100	7.976	55.06	GLS Plot	HD18083_harps_all-data_v1.dat	HD18083_harps_all-data_v1.csv
HD181249	19:23:55.4151	-62:52:18.455	K0	N/A	10.350	9.410	9.161	42.44	GLS Plot	HD181249_harps_all-data_v1.dat	HD181249_harps_all-data_v1.csv
HD181296	19:22:51.2064	-54:25:26.152	A0V+M7/8V	9564.2	5.035	5.020	4.998	47.36	GLS Plot	HD181296_harps_all-data_v1.dat	HD181296_harps_all-data_v1.csv
HD181327	19:22:58.9434	-54:32:16.979	F6V	6436.5	7.500	7.040	6.920	48.21	GLS Plot	HD181327_harps_all-data_v1.dat	HD181327_harps_all-data_v1.csv
HD18134	02:51:52.9736	-61:37:04.604	K1V	4984.0	9.710	8.830	8.533	40.13	GLS Plot	HD18134_harps_all-data_v1.dat	HD18134_harps_all-data_v1.csv
HD181387	19:20:18.4794	+00:56:17.432	F3/5+A/F	5941.1	10.060	9.520	9.404	150.91	GLS Plot	HD181387_harps_all-data_v1.dat	HD181387_harps_all-data_v1.csv
HD181428	19:21:39.3683	-29:36:19.679	G1V	6117.0	7.650	7.120	6.957	47.69	GLS Plot	HD181428_harps_all-data_v1.dat	HD181428_harps_all-data_v1.csv
HD181433	19:25:09.5672	-66:28:07.676	K3III-IV	N/A	9.420	8.380	8.092	26.90	GLS Plot	HD181433_harps_all-data_v1.dat	HD181433_harps_all-data_v1.csv
HD181517	19:23:36.9148	-53:56:46.077	K0III	4998.0	7.600	6.610	6.359	146.56	GLS Plot	HD181517_harps_all-data_v1.dat	HD181517_harps_all-data_v1.csv
HD181544	19:22:03.8640	-29:31:23.009	G1V	5892.0	7.640	7.110	6.957	47.89	GLS Plot	HD181544_harps_all-data_v1.dat	HD181544_harps_all-data_v1.csv
HD181720	19:22:52.9848	-32:55:08.591	G1V	N/A	8.440	7.860	7.675	60.31	GLS Plot	HD181720_harps_all-data_v1.dat	HD181720_harps_all-data_v1.csv
HD181907	19:22:21.5484	-00:15:08.489	K1III	4689.0	6.906	5.811	5.480	105.58	GLS Plot	HD181907_harps_all-data_v1.dat	HD181907_harps_all-data_v1.csv
HD182893	19:29:52.6096	-55:26:30.305	K0/1III	5018.0	7.112	6.127	5.874	102.36	GLS Plot	HD182893_harps_all-data_v1.dat	HD182893_harps_all-data_v1.csv
HD18293	02:50:28.4591	-75:04:00.996	K3III	4612.0	6.080	4.742	4.276	101.48	GLS Plot	HD18293_harps_all-data_v1.dat	HD18293_harps_all-data_v1.csv
HD18322	02:56:25.6494	-08:53:53.322	K1+IIIb	4637.0	4.990	3.870	3.464	39.68	GLS Plot	HD18322_harps_all-data_v1.dat	HD18322_harps_all-data_v1.csv
HD183263	19:28:24.5715	+08:21:29.004	G2IV	5887.0	8.510	7.860	7.718	54.28	GLS Plot	HD183263_harps_all-data_v1.dat	HD183263_harps_all-data_v1.csv
HD18330	02:57:00.6325	+10:09:43.350	F5	5956.3	8.500	7.910	7.748	43.43	GLS Plot	HD18330_harps_all-data_v1.dat	HD18330_harps_all-data_v1.csv
HD183414	19:35:09.7191	-69:58:32.098	G3V	5733.0	8.538	7.891	7.718	38.18	GLS Plot	HD183414_harps_all-data_v1.dat	HD183414_harps_all-data_v1.csv
HD183579	19:33:08.5944	-54:31:56.541	G5V	5741.3	9.330	8.680	8.516	57.36	GLS Plot	HD183579_harps_all-data_v1.dat	HD183579_harps_all-data_v1.csv
HD183826	19:36:00.5871	-66:24:58.618	G2/5	5494.8	10.760	9.970	9.764	182.60	GLS Plot	HD183826_harps_all-data_v1.dat	HD183826_harps_all-data_v1.csv
HD18386	02:56:37.8933	-22:18:36.357	G8IV/V	4443.4	9.350	8.570	8.368	45.40	GLS Plot	HD18386_harps_all-data_v1.dat	HD18386_harps_all-data_v1.csv
HD183877	19:32:40.3319	-28:01:11.312	G8VFe-1CH-0.5	N/A	7.830	7.150	6.962	27.84	GLS Plot	HD183877_harps_all-data_v1.dat	HD183877_harps_all-data_v1.csv
HD183993	19:32:00.9833	+05:23:54.829	G8IV	5377.0	9.240	8.440	8.230	48.40	GLS Plot	HD183993_harps_all-data_v1.dat	HD183993_harps_all-data_v1.csv
HD184552	19:36:01.6532	-24:43:08.693	A1mA2-F0	8244.0	5.809	5.640	5.609	82.40	GLS Plot	HD184552_harps_all-data_v1.dat	HD184552_harps_all-data_v1.csv
HD184588	19:43:00.0388	-75:23:51.432	G0V	6141.0	8.520	8.020	7.875	97.06	GLS Plot	HD184588_harps_all-data_v1.dat	HD184588_harps_all-data_v1.csv
HD184711	19:37:11.9255	-39:44:37.006	G5wA/F	4219.4	9.300	8.050	7.485	1192.18	GLS Plot	HD184711_harps_all-data_v1.dat	HD184711_harps_all-data_v1.csv
HD184768	19:36:00.6522	+00:05:28.270	G5V	N/A	8.220	7.540	7.378	39.86	GLS Plot	HD184768_harps_all-data_v1.dat	HD184768_harps_all-data_v1.csv
HD185256	19:39:20.4197	-29:44:34.465	FpSrEu	6645.7	10.370	9.960	9.842	317.59	GLS Plot	HD185256_harps_all-data_v1.dat	HD185256_harps_all-data_v1.csv
HD185283	19:41:17.9119	-56:19:18.763	K3V	4821.0	10.070	9.030	8.713	31.42	GLS Plot	HD185283_harps_all-data_v1.dat	HD185283_harps_all-data_v1.csv
HD185615	19:41:13.6745	-32:52:24.086	G6IV/V	5587.7	8.820	8.120	7.923	44.88	GLS Plot	HD185615_harps_all-data_v1.dat	HD185615_harps_all-data_v1.csv
HD185679	19:41:36.1347	-35:43:33.317	G5V	N/A	9.450	8.740	8.555	59.20	GLS Plot	HD185679_harps_all-data_v1.dat	HD185679_harps_all-data_v1.csv
HD18599	02:57:02.9515	-56:11:31.513	K2Vk:	5150.8	9.870	8.990	8.731	38.61	GLS Plot	HD18599_harps_all-data_v1.dat	HD18599_harps_all-data_v1.csv
HD186194	19:45:26.5709	-50:52:04.839	G3V	5713.0	9.330	8.630	8.477	78.66	GLS Plot	HD186194_harps_all-data_v1.dat	HD186194_harps_all-data_v1.csv
HD186265	19:44:23.7346	-26:56:57.207	G8V	5095.6	10.060	9.260	9.101	84.70	GLS Plot	HD186265_harps_all-data_v1.dat	HD186265_harps_all-data_v1.csv
HD186302	19:49:06.4302	-70:11:16.704	G3/5V	5664.0	9.410	8.760	8.590	56.45	GLS Plot	HD186302_harps_all-data_v1.dat	HD186302_harps_all-data_v1.csv
HD186704	19:45:57.3402	+04:14:54.416	G0V	5910.5	7.620	7.037	6.858	29.18	GLS Plot	HD186704_harps_all-data_v1.dat	HD186704_harps_all-data_v1.csv
HD186803	19:47:18.1019	-18:44:47.979	G6IV	5669.3	8.300	7.610	7.425	30.48	GLS Plot	HD186803_harps_all-data_v1.dat	HD186803_harps_all-data_v1.csv
HD186843	19:46:36.1095	+07:03:20.572	G5	5853.0	8.790	8.200	8.035	71.00	GLS Plot	HD186843_harps_all-data_v1.dat	HD186843_harps_all-data_v1.csv
HD18692	02:59:36.1829	-25:16:26.885	F4V	6699.0	6.094	5.686	5.584	33.45	GLS Plot	HD18692_harps_all-data_v1.dat	HD18692_harps_all-data_v1.csv
HD18702	03:00:36.0975	+05:59:09.824	K2	N/A	8.970	nan	7.889	33.07	GLS Plot	HD18702_harps_all-data_v1.dat	HD18702_harps_all-data_v1.csv
HD18708	02:59:08.1428	-40:43:24.561	G3V	5864.7	9.050	8.400	8.268	69.45	GLS Plot	HD18708_harps_all-data_v1.dat	HD18708_harps_all-data_v1.csv
HD187085	19:49:33.9664	-37:46:49.973	G0V	6026.0	7.780	7.210	7.075	45.96	GLS Plot	HD187085_harps_all-data_v1.dat	HD187085_harps_all-data_v1.csv
HD18719	03:00:17.1324	-09:02:23.658	K0V	N/A	9.800	8.950	8.695	41.14	GLS Plot	HD18719_harps_all-data_v1.dat	HD18719_harps_all-data_v1.csv
HD187532	19:50:46.7835	-10:45:48.635	F5VFe-1CH-0.7	6768.5	5.770	5.390	5.265	27.43	GLS Plot	HD187532_harps_all-data_v1.dat	HD187532_harps_all-data_v1.csv
HD18754	02:58:51.1431	-52:05:45.530	F7/8V	5577.0	9.160	8.430	8.256	103.52	GLS Plot	HD18754_harps_all-data_v1.dat	HD18754_harps_all-data_v1.csv
HD187669	19:52:22.0878	-32:33:39.742	K0III	4306.0	10.120	8.880	8.411	647.29	GLS Plot	HD187669_harps_all-data_v1.dat	HD187669_harps_all-data_v1.csv
HD18777	02:57:19.4056	-68:31:34.560	K1/2(V)	5011.9	10.630	9.690	9.428	53.05	GLS Plot	HD18777_harps_all-data_v1.dat	HD18777_harps_all-data_v1.csv
HD188042	19:53:18.7357	-03:06:52.065	F0VpSrCrEu	8400.0	5.837	5.619	5.624	85.29	GLS Plot	HD188042_harps_all-data_v1.dat	HD188042_harps_all-data_v1.csv
HD188091	19:54:43.3170	-33:17:14.172	K1/2V	5031.6	10.416	9.570	9.271	53.40	GLS Plot	HD188091_harps_all-data_v1.dat	HD188091_harps_all-data_v1.csv
HD188114	19:55:15.6969	-41:52:05.838	K0II/III	4553.0	5.210	4.130	3.710	59.71	GLS Plot	HD188114_harps_all-data_v1.dat	HD188114_harps_all-data_v1.csv
HD188228	20:00:35.5555	-72:54:37.819	A0Va	9196.5	3.927	3.940	3.864	31.38	GLS Plot	HD188228_harps_all-data_v1.dat	HD188228_harps_all-data_v1.csv
HD188298	19:55:29.7860	-29:05:49.202	G5V	5785.0	9.140	8.480	8.288	50.49	GLS Plot	HD188298_harps_all-data_v1.dat	HD188298_harps_all-data_v1.csv
HD188345	19:53:59.7039	+20:00:34.559	G5	5958.3	8.580	7.960	7.825	78.04	GLS Plot	HD188345_harps_all-data_v1.dat	HD188345_harps_all-data_v1.csv
HD188748	20:01:52.0490	-69:11:16.594	G4V	N/A	8.790	8.110	7.938	41.05	GLS Plot	HD188748_harps_all-data_v1.dat	HD188748_harps_all-data_v1.csv
HD188815	19:58:58.5412	-46:05:16.962	F5V	6231.5	7.920	7.500	7.338	51.74	GLS Plot	HD188815_harps_all-data_v1.dat	HD188815_harps_all-data_v1.csv
HD18885	03:01:56.1189	-09:57:41.050	K1III	4751.5	6.939	5.837	5.523	102.76	GLS Plot	HD18885_harps_all-data_v1.dat	HD18885_harps_all-data_v1.csv
HD189005	19:58:57.2029	-26:11:44.758	G6III	4996.5	5.735	4.846	4.537	116.25	GLS Plot	HD189005_harps_all-data_v1.dat	HD189005_harps_all-data_v1.csv
HD189242	19:59:45.9294	-20:12:37.476	K2+V	4924.4	10.120	9.230	8.929	34.82	GLS Plot	HD189242_harps_all-data_v1.dat	HD189242_harps_all-data_v1.csv
HD189625	20:01:32.8001	-16:52:08.395	G5V	5819.8	7.990	7.330	7.170	34.14	GLS Plot	HD189625_harps_all-data_v1.dat	HD189625_harps_all-data_v1.csv
HD189627	20:01:38.1850	-22:06:39.132	F7V	6204.0	8.640	8.090	7.982	76.11	GLS Plot	HD189627_harps_all-data_v1.dat	HD189627_harps_all-data_v1.csv
HD189631	20:02:40.7982	-41:25:03.943	F0V	7137.0	7.840	7.540	7.471	90.19	GLS Plot	HD189631_harps_all-data_v1.dat	HD189631_harps_all-data_v1.csv
HD189987	20:03:05.2669	-06:17:16.867	K2/3V	4780.4	10.700	9.580	9.250	38.92	GLS Plot	HD189987_harps_all-data_v1.dat	HD189987_harps_all-data_v1.csv
HD190125	20:08:03.1899	-67:44:49.389	G5V	5635.7	9.610	8.900	8.747	85.60	GLS Plot	HD190125_harps_all-data_v1.dat	HD190125_harps_all-data_v1.csv
HD190204	20:05:37.5343	-42:15:27.411	G6V	5277.3	10.430	9.650	9.494	64.72	GLS Plot	HD190204_harps_all-data_v1.dat	HD190204_harps_all-data_v1.csv
HD190290	20:13:56.3655	-78:52:42.269	ApEuSr	6776.4	10.410	9.940	9.871	287.69	GLS Plot	HD190290_harps_all-data_v1.dat	HD190290_harps_all-data_v1.csv
HD190524	20:05:48.6976	-15:45:22.401	G3V	5847.0	9.060	8.440	8.292	52.08	GLS Plot	HD190524_harps_all-data_v1.dat	HD190524_harps_all-data_v1.csv
HD190590	20:04:58.5856	+23:12:37.354	A5Vn	8105.5	6.700	6.530	6.495	111.76	GLS Plot	HD190590_harps_all-data_v1.dat	HD190590_harps_all-data_v1.csv
HD190594	20:05:33.6325	+03:30:09.935	G8IV	5402.0	nan	nan	8.147	42.02	GLS Plot	HD190594_harps_all-data_v1.dat	HD190594_harps_all-data_v1.csv
HD190613	20:06:23.8917	-14:54:43.679	G3/5V	5795.0	8.770	8.120	7.962	56.95	GLS Plot	HD190613_harps_all-data_v1.dat	HD190613_harps_all-data_v1.csv
HD190647	20:07:19.6698	-35:32:19.078	G5V	5612.5	8.540	7.780	7.594	54.56	GLS Plot	HD190647_harps_all-data_v1.dat	HD190647_harps_all-data_v1.csv
HD1909	00:23:12.6104	-31:02:08.784	B9IV	8748.3	6.484	6.547	6.518	176.42	GLS Plot	HD1909_harps_all-data_v1.dat	HD1909_harps_all-data_v1.csv
HD190954	20:09:48.1624	-51:43:05.667	G7V	N/A	9.110	8.390	8.212	40.86	GLS Plot	HD190954_harps_all-data_v1.dat	HD190954_harps_all-data_v1.csv
HD190984	20:11:30.7151	-64:37:13.687	F8V	5915.6	9.270	8.730	8.611	148.81	GLS Plot	HD190984_harps_all-data_v1.dat	HD190984_harps_all-data_v1.csv
HD19107	03:04:16.5169	-07:36:03.077	A5V	7661.0	5.460	5.300	5.188	43.54	GLS Plot	HD19107_harps_all-data_v1.dat	HD19107_harps_all-data_v1.csv
HD191122	20:21:13.2421	-81:36:57.325	G3IV/V	5850.0	9.320	8.630	8.494	76.30	GLS Plot	HD191122_harps_all-data_v1.dat	HD191122_harps_all-data_v1.csv
HD191760B	20:13:26.7473	-46:12:03.702	N/A	5867.0	nan	nan	nan	nan	GLS Plot	HD191760B_harps_all-data_v1.dat	HD191760B_harps_all-data_v1.csv
HD192031	20:13:22.5851	-15:25:55.595	K2VFe-1.8CH-1.2	N/A	9.380	8.660	8.466	35.34	GLS Plot	HD192031_harps_all-data_v1.dat	HD192031_harps_all-data_v1.csv
HD192263	20:13:59.8455	-00:52:00.771	K1/2V	N/A	8.724	7.767	7.496	19.65	GLS Plot	HD192263_harps_all-data_v1.dat	HD192263_harps_all-data_v1.csv
HD19230	03:03:57.3757	-45:26:03.809	G8/K0V	5108.1	10.360	9.510	9.269	59.25	GLS Plot	HD19230_harps_all-data_v1.dat	HD19230_harps_all-data_v1.csv
HD192425	20:14:16.6190	+15:11:51.374	A1Va	8810.5	5.006	4.946	4.896	47.97	GLS Plot	HD192425_harps_all-data_v1.dat	HD192425_harps_all-data_v1.csv
HD193334	20:20:22.9859	-19:18:52.921	G2/3(IV)	5500.9	11.340	10.670	10.409	227.87	GLS Plot	HD193334_harps_all-data_v1.dat	HD193334_harps_all-data_v1.csv
HD193406	20:22:13.7543	-49:44:18.550	K4Vk:	N/A	11.140	10.170	9.746	38.48	GLS Plot	HD193406_harps_all-data_v1.dat	HD193406_harps_all-data_v1.csv
HD193690	20:22:31.3434	-26:09:35.599	G6V	5485.3	10.110	9.360	9.187	71.14	GLS Plot	HD193690_harps_all-data_v1.dat	HD193690_harps_all-data_v1.csv
HD193721	20:33:17.6555	-80:57:53.612	G6/8II	4522.5	6.888	5.767	5.385	212.55	GLS Plot	HD193721_harps_all-data_v1.dat	HD193721_harps_all-data_v1.csv
HD193756	20:24:11.7817	-51:43:25.271	ApSrCrEu	7544.7	9.560	9.180	9.166	367.86	GLS Plot	HD193756_harps_all-data_v1.dat	HD193756_harps_all-data_v1.csv
HD193826	20:23:09.4018	-24:29:42.963	G5IV/V	5512.1	9.870	9.140	8.917	113.28	GLS Plot	HD193826_harps_all-data_v1.dat	HD193826_harps_all-data_v1.csv
HD193844	20:22:41.8747	-10:18:06.715	K2V	5012.6	10.170	9.260	8.975	37.47	GLS Plot	HD193844_harps_all-data_v1.dat	HD193844_harps_all-data_v1.csv
HD193901	20:23:35.8472	-21:22:14.228	F7V	N/A	9.220	8.670	8.485	48.06	GLS Plot	HD193901_harps_all-data_v1.dat	HD193901_harps_all-data_v1.csv
HD193995	20:24:30.5325	-34:42:58.709	G5V	5793.7	9.210	8.490	8.333	85.08	GLS Plot	HD193995_harps_all-data_v1.dat	HD193995_harps_all-data_v1.csv
HD19423	03:04:54.9117	-57:09:58.589	G2V	5830.8	8.530	7.890	7.720	51.26	GLS Plot	HD19423_harps_all-data_v1.dat	HD19423_harps_all-data_v1.csv
HD194490	20:27:59.7599	-51:39:51.985	G2/3V	5814.0	9.650	8.970	8.827	80.42	GLS Plot	HD194490_harps_all-data_v1.dat	HD194490_harps_all-data_v1.csv
HD194717	20:35:55.4699	-78:28:09.949	G8V	5382.9	9.811	9.100	8.892	48.43	GLS Plot	HD194717_harps_all-data_v1.dat	HD194717_harps_all-data_v1.csv
HD195019	20:28:18.6366	+18:46:10.179	G1V	N/A	nan	nan	6.729	37.71	GLS Plot	HD195019_harps_all-data_v1.dat	HD195019_harps_all-data_v1.csv
HD195145	20:33:00.3481	-62:29:46.916	G5V	5557.3	9.430	8.670	8.523	55.87	GLS Plot	HD195145_harps_all-data_v1.dat	HD195145_harps_all-data_v1.csv
HD19518	03:08:44.3072	+15:20:05.385	G8V	5793.5	8.460	nan	7.685	39.95	GLS Plot	HD19518_harps_all-data_v1.dat	HD19518_harps_all-data_v1.csv
HD195200	20:30:01.6216	-04:26:15.541	F7/8V	6120.5	8.140	7.630	7.495	52.42	GLS Plot	HD195200_harps_all-data_v1.dat	HD195200_harps_all-data_v1.csv
HD195302	20:31:40.9907	-35:31:26.979	K1V	5063.0	10.180	9.280	8.993	42.80	GLS Plot	HD195302_harps_all-data_v1.dat	HD195302_harps_all-data_v1.csv
HD19545	03:07:50.8507	-27:49:52.144	A3V	8130.0	6.338	6.170	6.139	54.22	GLS Plot	HD19545_harps_all-data_v1.dat	HD19545_harps_all-data_v1.csv
HD195633	20:32:23.9917	+06:31:03.251	G0Vw	6000.0	9.030	8.520	8.389	99.45	GLS Plot	HD195633_harps_all-data_v1.dat	HD195633_harps_all-data_v1.csv
HD195961	20:37:35.3127	-61:31:47.714	Fm_dD	6704.2	5.290	4.849	4.725	60.21	GLS Plot	HD195961_harps_all-data_v1.dat	HD195961_harps_all-data_v1.csv
HD196050	20:37:51.7098	-60:38:04.147	G3V	5833.8	8.160	7.490	7.341	50.75	GLS Plot	HD196050_harps_all-data_v1.dat	HD196050_harps_all-data_v1.csv
HD196286	20:36:58.1259	-19:08:42.351	F7V	6029.3	10.632	10.064	9.970	215.45	GLS Plot	HD196286_harps_all-data_v1.dat	HD196286_harps_all-data_v1.csv
HD196378	20:40:02.6380	-60:32:56.017	G0VFe-0.8CH-0.5	N/A	5.630	5.121	4.939	24.91	GLS Plot	HD196378_harps_all-data_v1.dat	HD196378_harps_all-data_v1.csv
HD196384	20:37:43.4432	-22:26:34.306	F5V	6437.9	7.860	7.410	7.305	54.43	GLS Plot	HD196384_harps_all-data_v1.dat	HD196384_harps_all-data_v1.csv
HD196385	20:37:52.2291	-25:06:33.180	A9V	7050.0	6.684	6.377	6.286	47.69	GLS Plot	HD196385_harps_all-data_v1.dat	HD196385_harps_all-data_v1.csv
HD196390	20:39:02.5202	-49:19:53.126	G1.5V	5875.0	7.960	7.320	7.179	33.70	GLS Plot	HD196390_harps_all-data_v1.dat	HD196390_harps_all-data_v1.csv
HD196397	20:37:25.5557	-11:52:15.816	G8/K0V	5342.2	9.780	8.950	8.749	53.11	GLS Plot	HD196397_harps_all-data_v1.dat	HD196397_harps_all-data_v1.csv
HD19641	03:08:26.4189	-37:51:08.045	G2V	5816.5	8.870	8.240	8.094	52.37	GLS Plot	HD19641_harps_all-data_v1.dat	HD19641_harps_all-data_v1.csv
HD196470	20:38:09.8032	-17:30:06.487	FpSrEu	7278.7	10.140	9.710	9.693	332.62	GLS Plot	HD196470_harps_all-data_v1.dat	HD196470_harps_all-data_v1.csv
HD19668	03:09:42.2876	-09:34:46.584	G8/K0V	5471.0	9.270	8.490	8.289	38.71	GLS Plot	HD19668_harps_all-data_v1.dat	HD19668_harps_all-data_v1.csv
HD196724	20:38:31.3290	+21:12:04.376	A0Va(_sh)	9531.7	4.800	4.820	4.756	64.00	GLS Plot	HD196724_harps_all-data_v1.dat	HD196724_harps_all-data_v1.csv
HD196800	20:40:22.3335	-24:07:04.902	G1/2V	N/A	7.820	7.230	7.058	41.70	GLS Plot	HD196800_harps_all-data_v1.dat	HD196800_harps_all-data_v1.csv
HD196892	20:40:49.3803	-18:47:33.286	F6V	N/A	8.730	8.230	8.085	63.37	GLS Plot	HD196892_harps_all-data_v1.dat	HD196892_harps_all-data_v1.csv
HD197027	20:41:54.6337	-27:12:57.415	G3V	5587.4	9.800	9.150	9.015	78.41	GLS Plot	HD197027_harps_all-data_v1.dat	HD197027_harps_all-data_v1.csv
HD197051	20:44:57.4939	-66:12:11.570	A7III	6536.0	3.577	3.408	3.287	39.01	GLS Plot	HD197051_harps_all-data_v1.dat	HD197051_harps_all-data_v1.csv
HD197083	20:42:27.4723	-33:19:43.147	G3V	5763.0	9.808	9.189	9.031	69.41	GLS Plot	HD197083_harps_all-data_v1.dat	HD197083_harps_all-data_v1.csv
HD197197	20:42:37.1761	-13:05:41.322	G0V	5798.1	8.690	8.070	7.920	72.69	GLS Plot	HD197197_harps_all-data_v1.dat	HD197197_harps_all-data_v1.csv
HD197210	20:42:29.4088	-05:18:04.470	G5V	5520.8	8.310	7.610	7.422	29.85	GLS Plot	HD197210_harps_all-data_v1.dat	HD197210_harps_all-data_v1.csv
HD197286	20:44:10.2207	-39:13:30.859	F5V	6520.8	9.980	9.500	9.377	163.05	GLS Plot	HD197286_harps_all-data_v1.dat	HD197286_harps_all-data_v1.csv
HD197300	20:43:34.1310	-24:41:30.204	G3V	5934.0	9.250	8.650	8.488	59.38	GLS Plot	HD197300_harps_all-data_v1.dat	HD197300_harps_all-data_v1.csv
HD197536	20:44:37.0625	-10:29:41.176	F7V	6013.2	8.720	8.200	8.074	71.16	GLS Plot	HD197536_harps_all-data_v1.dat	HD197536_harps_all-data_v1.csv
HD197557	20:45:41.0740	-37:36:33.524	G(5)(III)+(G)	5990.0	10.610	10.040	9.887	253.54	GLS Plot	HD197557_harps_all-data_v1.dat	HD197557_harps_all-data_v1.csv
HD197623	20:44:57.1125	+00:17:30.993	G3V	5807.3	8.190	nan	7.396	54.68	GLS Plot	HD197623_harps_all-data_v1.dat	HD197623_harps_all-data_v1.csv
HD19773	03:10:43.3376	-06:31:33.624	F8/G0V	6250.7	8.610	8.050	7.936	69.06	GLS Plot	HD19773_harps_all-data_v1.dat	HD19773_harps_all-data_v1.csv
HD197746	20:46:27.3932	-26:52:07.258	F2V	6644.9	7.390	7.000	6.901	54.21	GLS Plot	HD197746_harps_all-data_v1.dat	HD197746_harps_all-data_v1.csv
HD197777	20:46:08.1926	-11:20:37.589	F6(V)	5928.0	10.330	9.740	9.606	158.00	GLS Plot	HD197777_harps_all-data_v1.dat	HD197777_harps_all-data_v1.csv
HD197818	20:46:34.2688	-17:09:46.431	G1V	5879.2	8.270	7.660	7.496	36.89	GLS Plot	HD197818_harps_all-data_v1.dat	HD197818_harps_all-data_v1.csv
HD197823	20:47:16.6199	-35:09:14.708	K0IV-V	5407.1	9.060	8.280	8.054	37.03	GLS Plot	HD197823_harps_all-data_v1.dat	HD197823_harps_all-data_v1.csv
HD197890	20:47:44.9892	-36:35:40.819	K3V(e)	4859.2	10.390	9.337	8.930	66.74	GLS Plot	HD197890_harps_all-data_v1.dat	HD197890_harps_all-data_v1.csv
HD1979	00:23:56.4654	-14:20:47.203	G6V	N/A	9.410	8.700	8.561	50.71	GLS Plot	HD1979_harps_all-data_v1.dat	HD1979_harps_all-data_v1.csv
HD197921	20:49:10.1944	-54:46:39.851	K3V	N/A	10.200	9.250	8.945	39.23	GLS Plot	HD197921_harps_all-data_v1.dat	HD197921_harps_all-data_v1.csv
HD197952	20:46:49.2257	+07:33:10.444	F8	6198.8	8.940	8.400	8.261	177.33	GLS Plot	HD197952_harps_all-data_v1.dat	HD197952_harps_all-data_v1.csv
HD198075	20:48:15.1895	-12:27:15.487	G0.5V	5812.3	8.620	8.030	7.861	41.59	GLS Plot	HD198075_harps_all-data_v1.dat	HD198075_harps_all-data_v1.csv
HD198227	20:48:35.7923	+09:27:58.533	F8	6037.8	8.170	7.620	7.487	175.08	GLS Plot	HD198227_harps_all-data_v1.dat	HD198227_harps_all-data_v1.csv
HD198232	20:49:58.0767	-33:46:46.997	G8III	4874.0	5.879	4.890	4.587	121.63	GLS Plot	HD198232_harps_all-data_v1.dat	HD198232_harps_all-data_v1.csv
HD19827	03:10:22.6271	-31:07:35.786	G0V	6066.6	9.930	9.330	9.232	147.29	GLS Plot	HD19827_harps_all-data_v1.dat	HD19827_harps_all-data_v1.csv
